DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,l_bmi_all_fe,l_bmi_ur_fe,l_bmi_ru_fe,h_bmi_all_fe,h_bmi_ur_fe,h_bmi_ru_fe,hh_bmi_all_fe,hh_bmi_ur_fe,hh_bmi_ru_fe,hhh_bmi_all_fe,hhh_bmi_ur_fe,hhh_bmi_ru_fe,h_hemoglobin_all_fe,h_hemoglobin_ur_fe,h_hemoglobin_ru_fe,l_hemoglobin_all_fe,l_hemoglobin_ur_fe,l_hemoglobin_ru_fe,hh_hemoglobin_all_fe,hh_hemoglobin_ur_fe,hh_hemoglobin_ru_fe,h_hemoglobin_all_pw,h_hemoglobin_ur_pw,h_hemoglobin_ru_pw,l_hemoglobin_all_pw,l_hemoglobin_ur_pw,l_hemoglobin_ru_pw,hh_hemoglobin_all_pw,hh_hemoglobin_ur_pw,hh_hemoglobin_ru_pw,h_hemoglobin_all_npw,h_hemoglobin_ur_npw,h_hemoglobin_ru_npw,l_hemoglobin_all_npw,l_hemoglobin_ur_npw,l_hemoglobin_ru_npw,hh_hemoglobin_all_npw,hh_hemoglobin_ur_npw,hh_hemoglobin_ru_npw,h_glucose_all_fe,h_glucose_ur_fe,h_glucose_ru_fe,hh_glucose_all_fe,hh_glucose_ur_fe,hh_glucose_ru_fe,l_glucose_all_fe,l_glucose_ur_fe,l_glucose_ru_fe,h_bp_all_fe,h_bp_ur_fe,h_bp_ru_fe,l_bp_all_fe,l_bp_ur_fe,l_bp_ru_fe,hh_bp_all_fe,hh_bp_ur_fe,hh_bp_ru_fe,hhh_bp_all_fe,hhh_bp_ur_fe,hhh_bp_ru_fe,hhhh_bp_all_fe,hhhh_bp_ur_fe,hhhh_bp_ru_fe,hh_cbp_all_fe,hh_cbp_ur_fe,hh_cbp_ru_fe,h_cbp_all_fe,h_cbp_ur_fe,h_cbp_ru_fe,l_cbp_all_fe,l_cbp_ur_fe,l_cbp_ru_fe,sum_bp_all_fe,ad_hbp_all_fe,ad_lowbp_all_fe,ad_elevatedbp_all_fe,ad_highbp_all_fe,adseverebp_all_fe,sum_bp_ur_fe,ad_hbp_ur_fe,ad_lowbp_ur_fe,ad_elevatedbp_ur_fe,ad_highbp_ur_fe,adseverebp_ur_fe,sum_bp_ru_fe,ad_hbp_ru_fe,ad_lowbp_ru_fe,ad_elevatedbp_ru_fe,ad_highbp_ru_fe,adseverebp_ru_fe,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,sum_bp_all_ma,ad_hbp_all_ma,ad_lowbp_all_ma,ad_elevatedbp_all_ma,ad_highbp_all_ma,adseverebp_all_ma,sum_bp_ur_ma,ad_hbp_ur_ma,ad_lowbp_ur_ma,ad_elevatedbp_ur_ma,ad_highbp_ur_ma,adseverebp_ur_ma,sum_bp_ru_ma,ad_hbp_ru_ma,ad_lowbp_ru_ma,ad_elevatedbp_ru_ma,ad_highbp_ru_ma,adseverebp_ru_ma
Ganderbal,Jammu & Kashmir,1,11,0.084828973,0.053959474,0.095423408,0.554083228,0.51412183,0.567798018,0.242674991,0.303784639,0.221702114,0.118412808,0.128134012,0.115076482,0.441368073,0.480438322,0.427705675,0.557014287,0.519561648,0.570110977,0.001617646,0,0.002183317,0.306679487,0.513945341,0.250900239,0.693320513,0.486054689,0.749099731,0,0,0,0.448272675,0.479045421,0.437376231,0.550026715,0.520954549,0.560321033,0.001700573,0,0.002302735,0.79705739,0.838506699,0.78254652,0.166557655,0.132115006,0.1786156,0.03638497,0.029378317,0.03883791,0.454393327,0.415630072,0.467961788,0.038187608,0.042919908,0.036531147,0.09717866,0.093982257,0.098297507,0.306514353,0.350251377,0.2912049,0.131125078,0.125154525,0.133214965,0.039264522,0.029480537,0.042689245,0.468274355,0.438129544,0.478826076,0.492461115,0.532389939,0.47848469,1.027399063,0.442275405,0.037169207,0.094587065,0.298340112,0.127628192,1.027938128,0.40433374,0.041753396,0.09142793,0.340731978,0.121752977,1.027210355,0.455565691,0.035563454,0.095693648,0.283491015,0.129686162,0.417926162,0.398376554,0.428242952,0.553672254,0.572353065,0.543814003,0.028401544,0.029270407,0.027943026,0.208579615,0.146329939,0.238713786,0.019494746,0.023813684,0.017404011,0.114618398,0.062860742,0.139673531,0.536729932,0.612815142,0.499898195,0.273940176,0.375867158,0.224598795,0.056530334,0.05106122,0.059177853,0.708472252,0.706830382,0.70926708,0.234997392,0.24210839,0.23155506,1.15336287,0.180844739,0.016902527,0.099377573,0.46536085,0.237514302,1.221686721,0.119776972,0.019492464,0.05145406,0.501613975,0.307662487,1.120288372,0.213082448,0.015535295,0.124676406,0.446222782,0.200483024
Pulwama,Jammu & Kashmir,1,12,0.087705441,0.096349746,0.087192327,0.560647249,0.508815587,0.563723922,0.257772505,0.323750168,0.253856212,0.093874767,0.071084537,0.095227554,0.381021231,0.413592428,0.379052877,0.617169321,0.586407542,0.61902833,0.001809458,0,0.001918808,0.15340063,0.188815549,0.15094161,0.8465994,0.811184466,0.84905839,0,0,0,0.387605458,0.421029985,0.38559413,0.610532761,0.578970015,0.612432003,0.001861799,0,0.001973832,0.670420825,0.622156799,0.673337579,0.225363448,0.323771745,0.219416365,0.104215711,0.054071423,0.107246064,0.422557712,0.502942324,0.41769138,0.039661653,0.029739952,0.040262297,0.109068818,0.066618197,0.11163871,0.332264096,0.308774471,0.333686113,0.13153176,0.153375104,0.130209401,0.025809573,0.022962539,0.025981929,0.426236928,0.43215695,0.425878555,0.547953486,0.544880509,0.548139513,1.035084009,0.408235192,0.038317326,0.105371945,0.321002066,0.127073511,1.061450005,0.473825723,0.028018231,0.0627615,0.29089874,0.14449583,1.033487916,0.404157013,0.038957685,0.108021304,0.322873741,0.125990257,0.492802292,0.54753679,0.488947123,0.418341339,0.396291137,0.419894427,0.088856354,0.056172077,0.091158442,0.409001142,0.459324837,0.405268222,0.066165142,0.029292846,0.068900272,0.146861464,0.051349305,0.153946429,0.297828019,0.316919684,0.296411842,0.102216452,0.228165537,0.09287373,0.03294345,0.054526635,0.031342439,0.602235496,0.709546864,0.594275296,0.364821076,0.235926509,0.374382287,1.022072196,0.400168538,0.064736269,0.143689916,0.29139626,0.100009032,1.085052252,0.423320472,0.026996715,0.04732427,0.29207781,0.210280687,1.017400503,0.398336947,0.067721881,0.151313499,0.291342348,0.091285318
Shupiyan,Jammu & Kashmir,1,13,0.08899834,0.06969697,0.090369441,0.578768075,0.51060605,0.583610058,0.238057449,0.245454535,0.23753199,0.094176143,0.174242422,0.088488504,0.408759654,0.416666687,0.408187747,0.588653505,0.583333313,0.589038312,0.002586835,0,0.002773932,0.24071978,0,0.273890525,0.759280205,1,0.726109505,0,0,0,0.413123995,0.43650797,0.411470115,0.584221959,0.56349206,0.585688174,0.002654021,0,0.00284173,0.69697088,0.7439394,0.693573833,0.222170517,0.198484838,0.223883629,0.080858588,0.057575766,0.082542561,0.429916799,0.451515168,0.428348392,0.035354238,0.012121206,0.037041351,0.103179447,0.080303043,0.104840666,0.353703827,0.304545432,0.357273579,0.141392276,0.219696984,0.135706022,0.025086181,0,0.026907865,0.477986276,0.418181837,0.4823291,0.496927559,0.581818163,0.490763038,1.063546538,0.404229432,0.033241834,0.097014509,0.332570136,0.132944137,1.068181872,0.422695041,0.011347512,0.075177312,0.285106361,0.205673754,1.063210011,0.402882218,0.034839168,0.098607674,0.336032927,0.127638027,0.39677906,0.424580991,0.3924945,0.542441547,0.511173189,0.547260284,0.0607794,0.064245813,0.060245194,0.367363095,0.276536316,0.381411731,0.024685206,0,0.028503397,0.133938193,0.106145248,0.138237074,0.387510777,0.553072631,0.361902416,0.164791435,0.131284937,0.169974074,0.038193628,0.064245813,0.034163997,0.554287493,0.363128513,0.583855093,0.407518893,0.572625697,0.381980956,1.078288674,0.340690851,0.022892948,0.124213673,0.359375715,0.152826831,1.067039132,0.259162307,0,0.099476434,0.518324614,0.123036668,1.080028653,0.353149652,0.026391335,0.127993897,0.335085928,0.157379225
Anantnag,Jammu & Kashmir,1,14,0.08549691,0.059616268,0.098382398,0.564884782,0.516195476,0.589126289,0.232138231,0.282894194,0.206867799,0.117480062,0.141294077,0.105623513,0.589495718,0.603562176,0.582616389,0.394148141,0.380674809,0.400737405,0.01635615,0.015763041,0.016646216,0.424617648,0.500213504,0.394313693,0.575382352,0.499786466,0.605686307,0,0,0,0.594596326,0.606336713,0.588820457,0.388541549,0.37747708,0.393984884,0.016862137,0.016186222,0.017194664,0.753272831,0.702409446,0.778222203,0.206892237,0.259192437,0.181238085,0.039834943,0.038398106,0.040539738,0.43197149,0.432440668,0.4317424,0.051081326,0.065295108,0.044140857,0.079759508,0.051609028,0.093505152,0.32055977,0.315875888,0.32284686,0.169237256,0.205962032,0.151304871,0.046758115,0.048795566,0.045763247,0.465242445,0.425093919,0.484846622,0.487999439,0.52611053,0.469390154,1.052609324,0.410381585,0.048528284,0.075773135,0.30453822,0.160778791,1.071182728,0.403703928,0.060956087,0.048179481,0.294885159,0.192275345,1.04354012,0.413728595,0.042299148,0.089603789,0.309376568,0.144991904,0.437184721,0.528398335,0.396801323,0.530545354,0.435465068,0.572640657,0.032269947,0.036136627,0.030558035,0.343156725,0.373928756,0.329852015,0.045435458,0.057477009,0.040229123,0.156929508,0.067423776,0.195628569,0.375157356,0.448848337,0.343296021,0.139116541,0.144852459,0.13663654,0.084070094,0.084477797,0.083893821,0.631005168,0.554254115,0.664189577,0.284924746,0.361268103,0.251916587,1.059795618,0.323795199,0.042871907,0.148075253,0.353990287,0.131267324,1.09253037,0.342259377,0.052609071,0.061713412,0.410833746,0.132584378,1.045642257,0.315453976,0.038473122,0.187089384,0.328311145,0.130672365
Kulgam,Jammu & Kashmir,1,15,0.076048099,0.079385482,0.075173862,0.600944519,0.535919487,0.617978156,0.245245486,0.292019725,0.232992768,0.077761874,0.092675284,0.073855244,0.424998969,0.439739555,0.421147555,0.57081461,0.555854917,0.574723244,0.004186421,0.004405537,0.00412917,0.318548441,0.235368893,0.347140938,0.681451559,0.764631093,0.652859092,0,0,0,0.428440243,0.447960496,0.42338872,0.567237973,0.547456741,0.572357059,0.004321757,0.004582753,0.004254216,0.747327268,0.74005568,0.749227226,0.189509258,0.219223633,0.18174547,0.063163452,0.040720697,0.069027305,0.419819713,0.395558864,0.426258564,0.03808789,0.03034766,0.040142156,0.115856789,0.121077903,0.1144711,0.322173953,0.37586689,0.307923764,0.146162003,0.132346526,0.149828643,0.039520983,0.010019445,0.047350727,0.50941056,0.501441598,0.511525512,0.451068461,0.488538951,0.441123754,1.04210031,0.402859211,0.036549158,0.111176237,0.309158295,0.140257135,1.055197835,0.374867022,0.028760161,0.114744268,0.356205136,0.125423431,1.038624287,0.410406888,0.038649354,0.110214159,0.296472728,0.14425683,0.398793876,0.352565944,0.415771782,0.520558238,0.614497781,0.48605755,0.080647901,0.032936301,0.098170683,0.292564988,0.21168305,0.323064923,0.033890773,0.049690686,0.027932748,0.136630446,0.167392924,0.12503016,0.470830977,0.486844927,0.464792222,0.143657759,0.152920619,0.140164807,0.068216428,0.05650425,0.072633006,0.645240843,0.739215195,0.609803855,0.286542743,0.204280585,0.317563176,1.077574968,0.27150315,0.031450965,0.126794383,0.436935693,0.133315787,1.068532228,0.198106378,0.046503685,0.156656876,0.455620259,0.143112779,1.080984831,0.298861653,0.025840092,0.115663193,0.429971099,0.129663989
Doda,Jammu & Kashmir,1,16,0.142676458,0.068556339,0.147695288,0.654031575,0.496697187,0.664685011,0.129359946,0.281843543,0.119034983,0.073932022,0.152902931,0.068584748,0.599019468,0.701154828,0.591882646,0.390819162,0.284858495,0.398223311,0.010161333,0.013986683,0.009894032,0.410361111,1,0.380738318,0.589638889,0,0.619261682,0,0,0,0.611367106,0.687075853,0.605977654,0.377806485,0.298278511,0.383467853,0.010826388,0.014645612,0.010554509,0.786919594,0.803031504,0.785793781,0.107273042,0.09848424,0.107887171,0.105807342,0.09848424,0.106319055,0.425165504,0.456091136,0.42283535,0.015639458,0,0.016817844,0.086772636,0.069716893,0.088057734,0.389286637,0.401227027,0.388386965,0.117904924,0.14369233,0.115961917,0.042647544,0.02999438,0.043600921,0.426929504,0.440733016,0.425889462,0.530422926,0.529272616,0.530509651,1.034769177,0.410879552,0.015113958,0.083857,0.376206249,0.113943212,1.070727348,0.425963849,0,0.065111712,0.374723792,0.134200677,1.032059789,0.409700453,0.016295416,0.08532232,0.37632215,0.112359688,0.401432008,0.577846467,0.382080376,0.439493388,0.27179575,0.457888871,0.15907459,0.150357798,0.160030782,0.333844841,0.192615494,0.351559997,0.011580215,0,0.013032781,0.12680167,0.189947918,0.118880905,0.431100458,0.504001379,0.421956092,0.162865043,0.192615494,0.159133285,0.066601411,0.073845111,0.06569279,0.504567504,0.501333773,0.504973114,0.4288311,0.424821109,0.429334074,1.066192269,0.313118786,0.010861282,0.118929461,0.404336512,0.152753919,1.079180241,0.178483158,0,0.176011294,0.467022419,0.178483158,1.064563036,0.330238789,0.012242376,0.111671083,0.396365523,0.14948225
Ramban,Jammu & Kashmir,1,17,0.134833694,0.120934062,0.135514528,0.675603807,0.484986156,0.684940636,0.154296964,0.322561949,0.146055013,0.035265531,0.071517847,0.03348982,0.489093989,0.576105833,0.484797776,0.50679481,0.396579593,0.512236714,0.00411118,0.027314572,0.002965513,0.254763812,0,0.258279294,0.745236158,1,0.741720736,0,0,0,0.508478343,0.589126468,0.50424999,0.487070382,0.382941604,0.492529869,0.004451266,0.027931914,0.003220175,0.81410569,0.808798015,0.814367771,0.106992878,0.081943721,0.108229682,0.07890141,0.109258287,0.077402547,0.418600529,0.401631683,0.419416279,0.02207163,0,0.023132689,0.099404536,0,0.104183257,0.36666137,0.540582359,0.358300388,0.135389671,0.086678915,0.137731358,0.049641524,0.07565058,0.048391178,0.49858582,0.513011515,0.49789232,0.45177266,0.411337882,0.453716516,1.042127728,0.401678711,0.021179391,0.095386133,0.351839185,0.129916579,1.028892994,0.390353203,0,0,0.52540195,0.084244832,1.042763948,0.402215928,0.022184012,0.099910684,0.343606412,0.132082969,0.520713687,0.621609867,0.510154068,0.358201951,0.313762307,0.362852901,0.12108437,0.064627804,0.126993001,0.279168218,0.292720556,0.277770579,0,0,0,0.149564564,0.111813709,0.153457776,0.470124632,0.526372552,0.464323848,0.175185919,0.138186291,0.179001659,0.044153322,0.069093145,0.041581307,0.545249283,0.27953428,0.572652161,0.410597414,0.651372552,0.385766566,1.074043274,0.259922683,0,0.139253765,0.437714785,0.163108811,1.069093108,0.273802668,0,0.104587436,0.492354274,0.129255623,1.074553847,0.25849852,0,0.142810687,0.432108492,0.166582301
Kishtwar,Jammu & Kashmir,1,18,0.126201004,0.044223983,0.132503197,0.724077046,0.603371441,0.733356595,0.111782461,0.198314279,0.105130106,0.037939493,0.1540903,0.029010106,0.386272579,0.264650255,0.395686358,0.610634148,0.735349774,0.600980997,0.003093261,0,0.003332685,0.185437605,0,0.209039554,0.81456238,1,0.790960431,0,0,0,0.396948367,0.287452638,0.405146688,0.599793971,0.712547362,0.591351688,0.00325769,0,0.003501605,0.845081329,0.854338288,0.844364882,0.060207084,0.039662857,0.061797239,0.094711557,0.105998829,0.093837902,0.502620339,0.50649488,0.502318025,0.019043799,0,0.02052973,0.101937577,0.10530518,0.101674818,0.320901275,0.366087973,0.317375511,0.095149115,0.022111991,0.100847982,0.024387285,0.022111991,0.024564819,0.466880918,0.488943994,0.465159416,0.508731782,0.488943994,0.510275781,1.039652109,0.483450502,0.018317472,0.0980497,0.308662176,0.091520146,1,0.50649488,0,0.10530518,0.366087973,0.022111991,1.042746067,0.48172614,0.019688141,0.097506784,0.304365098,0.096713848,0.481583387,0.479200929,0.481901556,0.367539942,0.468390316,0.354071498,0.150876656,0.052408759,0.164026961,0.352423966,0.415981561,0.343645036,0.020489099,0,0.023319162,0.137609243,0.26039955,0.120648779,0.403776765,0.323618889,0.414848596,0.161013603,0.094006918,0.170268938,0.060152866,0.094006918,0.055476762,0.608899474,0.781198621,0.585100591,0.330947667,0.124794468,0.359422684,1.075312734,0.327740908,0.019054083,0.127971366,0.375497043,0.149736539,1.094006896,0.380236685,0,0.238023683,0.29581064,0.085928999,1.072730541,0.320346087,0.021738136,0.112468861,0.386722088,0.1587248
Udhampur,Jammu & Kashmir,1,19,0.182940394,0.18362163,0.182815507,0.608420908,0.425576746,0.641943038,0.137757659,0.216855749,0.123256043,0.070881031,0.173945874,0.051985431,0.369578242,0.322448134,0.378255755,0.628655314,0.67280966,0.620525718,0.001766444,0.004742185,0.001218555,0.1569307,0,0.170023501,0.843069315,1,0.829976499,0,0,0,0.381305665,0.331016541,0.390871584,0.616830468,0.66411525,0.607836008,0.001863862,0.004868199,0.001292382,0.680539608,0.633751094,0.689154208,0.152217031,0.195645422,0.144221067,0.167243376,0.170603484,0.16662471,0.58228308,0.556516051,0.587136447,0.039273482,0.049868681,0.03727781,0.062946282,0.040284757,0.06721472,0.261304945,0.292992353,0.255336434,0.084211051,0.104696967,0.080352403,0.023475172,0.016023099,0.024878817,0.344408423,0.395249426,0.334832221,0.632116377,0.588727474,0.640288949,1.030018806,0.565313041,0.038128898,0.061111778,0.253689498,0.081756808,1.04435885,0.53287816,0.047750521,0.038573671,0.280547589,0.100249991,1.027317762,0.571523726,0.036286544,0.065427393,0.24854669,0.078215726,0.473629057,0.456406534,0.479071677,0.343925506,0.392829061,0.328471124,0.182445437,0.150764391,0.192457199,0.474837124,0.434945911,0.486025751,0.05536152,0.035979684,0.06079771,0.125112563,0.121676728,0.126076236,0.303527892,0.369730622,0.284959435,0.074584149,0.067901552,0.076458476,0.03058194,0.022020394,0.03298327,0.489584982,0.480045557,0.492260605,0.479833066,0.497934043,0.474756151,1.033423305,0.459479779,0.053571001,0.121066131,0.293711096,0.072171926,1.030234456,0.422181487,0.034923784,0.118105859,0.358880073,0.065908834,1.034317613,0.469899893,0.058780503,0.121893153,0.275504768,0.073921658
Reasi,Jammu & Kashmir,1,20,0.129971355,0.135793895,0.129467174,0.705982566,0.609052956,0.714375854,0.117049992,0.176626325,0.111891173,0.046996109,0.078526825,0.04426581,0.495657504,0.628600657,0.48406747,0.499314576,0.371399343,0.510466278,0.005027921,0,0.005466257,0.460990191,0.462552398,0.460733593,0.539009809,0.537447631,0.539266407,0,0,0,0.498331875,0.652537882,0.485739857,0.496252328,0.347462118,0.508402109,0.005415796,0,0.005858035,0.751849532,0.742722392,0.752645254,0.134489447,0.111010045,0.13653639,0.113661014,0.146267563,0.110818364,0.515061796,0.526207209,0.514082491,0.033353593,0.046027727,0.032239985,0.083768904,0.069929332,0.084984913,0.316594332,0.302162796,0.317862362,0.081245594,0.091340147,0.080358647,0.020132879,0.024961794,0.019708589,0.446580768,0.390614808,0.451498181,0.533286333,0.584423423,0.528793216,1.030024171,0.50004828,0.032381371,0.081327125,0.307365924,0.078877367,1.035667181,0.508085251,0.044442587,0.067521043,0.29175666,0.088194497,1.029528379,0.499337852,0.031315293,0.082547419,0.308745593,0.078053847,0.452084541,0.338721365,0.462422729,0.442067683,0.454292297,0.440952837,0.105847768,0.206986323,0.096624419,0.384557515,0.419360667,0.381223708,0.022107823,0.043013673,0.020105243,0.094701953,0.169360682,0.087550364,0.42373696,0.368264973,0.429050654,0.139612213,0.086027347,0.144745126,0.031598598,0.043013673,0.030505143,0.55662322,0.502694011,0.561789155,0.411778152,0.454292297,0.407705724,1.064716458,0.361183017,0.020764047,0.088945702,0.397981048,0.131126195,1.086027384,0.386141896,0.039606437,0.155945137,0.339093626,0.079212874,1.062675118,0.358739644,0.018919462,0.082386762,0.40374583,0.136208251
Jammu,Jammu & Kashmir,1,21,0.135201365,0.113867871,0.154735804,0.48636353,0.428157151,0.539661288,0.237396345,0.274111867,0.20377706,0.141038761,0.183863118,0.101825811,0.606752455,0.600337088,0.612555027,0.38826859,0.393118441,0.383882046,0.004978948,0.00654451,0.003562934,0.435510635,0.487262577,0.389440387,0.564489365,0.512737393,0.610559642,0,0,0,0.613577127,0.604804456,0.621516824,0.381245524,0.388392478,0.374777138,0.005177379,0.006803073,0.003706045,0.780888021,0.784056604,0.778022051,0.156739905,0.170703933,0.144109771,0.062372107,0.04523946,0.077868178,0.466551661,0.483731657,0.450650424,0.020208512,0.007739309,0.031749606,0.058109619,0.056002304,0.06006008,0.355389893,0.351219267,0.359250098,0.148627743,0.158165157,0.139800221,0.023315508,0.015810294,0.03026209,0.358087927,0.367486954,0.34938854,0.618596554,0.616702735,0.620349407,1.048887372,0.444806248,0.019266617,0.055401199,0.338825613,0.141700387,1.056857705,0.457707465,0.007322943,0.052989446,0.332324088,0.149656057,1.041510463,0.432689279,0.030484194,0.057666324,0.344931811,0.134228334,0.412542343,0.394098699,0.428674102,0.509087086,0.497218579,0.51946789,0.078370571,0.108682722,0.051858027,0.301562458,0.289195418,0.312376708,0.00341058,0,0.006392936,0.096026987,0.061002191,0.126654163,0.469559878,0.484263659,0.456702232,0.20295988,0.21408695,0.193229884,0.033745818,0,0.063254602,0.593559682,0.588705719,0.597804248,0.372694463,0.411294311,0.338941127,1.073519826,0.280910015,0.003177007,0.089450598,0.437402159,0.189060211,1.048548222,0.275805563,0,0.058177765,0.46184206,0.204174638,1.095355868,0.285182863,0.005836401,0.115628324,0.416944146,0.176408321
Samba,Jammu & Kashmir,1,22,0.156042546,0.120774731,0.157755166,0.459376484,0.409178495,0.461814135,0.234147862,0.316639751,0.230142042,0.150433093,0.153407007,0.150288671,0.602353156,0.66904217,0.598938823,0.393571645,0.321088254,0.39728263,0.004075197,0.009869548,0.003778538,0.356791764,0.3436324,0.357376575,0.643208265,0.6563676,0.642623425,0,0,0,0.6100021,0.677862704,0.606513441,0.385795742,0.312000245,0.389589578,0.004202134,0.01013707,0.003897021,0.756807864,0.747174203,0.757298052,0.159869954,0.16928947,0.159390643,0.083322205,0.083536305,0.083311304,0.47239235,0.458084136,0.473161578,0.013238995,0.016411385,0.013068447,0.051294103,0.034583226,0.052192487,0.35311693,0.395250946,0.350851804,0.154220074,0.175373286,0.153082862,0.032924328,0.042204026,0.032425452,0.292525023,0.360228568,0.288885236,0.674550653,0.597567379,0.678689301,1.044262409,0.452369392,0.012677844,0.049119938,0.338149607,0.147683263,1.079702973,0.424268663,0.015199907,0.032030314,0.366073787,0.162427351,1.042357206,0.453934193,0.012537397,0.050071593,0.336594611,0.146862194,0.426506281,0.41571781,0.427492201,0.461929351,0.368855566,0.470434994,0.111564353,0.215426639,0.10207279,0.222086653,0.295377731,0.216497988,0.006137732,0,0.006605753,0.110087208,0.123676829,0.109050959,0.513362288,0.479294121,0.515960097,0.270108014,0.294566184,0.268243015,0.032524858,0,0.035004977,0.626486063,0.60130161,0.628406465,0.340989083,0.398698419,0.336588562,1.121781945,0.197976664,0.005471413,0.098136015,0.457631081,0.240784779,1.192914844,0.247610077,0,0.103676163,0.401784033,0.246929765,1.116357803,0.193932429,0.005917237,0.097684592,0.462181658,0.240284085
Chamba,Himachal Pradesh,2,23,0.184611708,0.097228214,0.191545248,0.595140994,0.433434069,0.607971787,0.162231147,0.298711658,0.151401952,0.058016151,0.170626029,0.04908099,0.446346581,0.394316226,0.45051536,0.5484671,0.605683804,0.543882787,0.005186304,0,0.00560184,0.144566223,NA,0.144566223,0.855433762,NA,0.855433762,0,NA,0,0.458799213,0.394316226,0.464196742,0.535800457,0.605683804,0.529950917,0.005400311,0,0.005852342,0.659419358,0.39133212,0.68084389,0.246022642,0.593426526,0.218259364,0.094558015,0.015241327,0.100896716,0.543061137,0.556915641,0.541902661,0.03557473,0.043372788,0.034922663,0.065066501,0.017951811,0.069006182,0.298735499,0.325039208,0.296536028,0.082160234,0.107636675,0.08002992,0.011412391,0,0.012366684,0.29427579,0.30248335,0.293589473,0.694311798,0.69751668,0.694043815,1.024598122,0.530023575,0.034720667,0.063504413,0.29156357,0.080187768,1.050916076,0.529933512,0.041271411,0.01708206,0.309291303,0.102421761,1.022397399,0.530031323,0.034157623,0.067494482,0.290039897,0.078276724,0.426579654,0.301488668,0.437871486,0.505509734,0.698511362,0.488087714,0.067910604,0,0.074040823,0.336277515,0.301488668,0.339619577,0.005390025,0,0.005907826,0.094937824,0,0.104058176,0.432577223,0.547767043,0.421511352,0.193147495,0.150744334,0.197221026,0.031134937,0.082092784,0.026239591,0.507743359,0.301488668,0.527557552,0.461121708,0.61641854,0.446202874,1.062330127,0.316547096,0.005073776,0.089367531,0.407196611,0.181814954,1,0.301488668,0,0,0.547767043,0.150744334,1.068318009,0.317901194,0.005530026,0.09740375,0.394556075,0.184608907
Kangra,Himachal Pradesh,2,24,0.17719534,0.037589461,0.182025492,0.523861587,0.538305163,0.523361862,0.221341372,0.33687377,0.217344135,0.077601664,0.087231614,0.077268489,0.377481014,0.829105914,0.362264037,0.622519016,0.170894086,0.637735963,0,0,0,0.241231814,0,0.250510365,0.758768201,1,0.749489665,0,0,0,0.382394642,0.863250017,0.366275132,0.617605329,0.136749998,0.633724868,0,0,0,0.668088555,0.75,0.665328681,0.287199736,0.170894086,0.291118503,0.044711709,0.079105906,0.043552835,0.500356436,0.383840919,0.504314899,0.015049716,0,0.015561013,0.038685124,0.041181818,0.0386003,0.349065125,0.574977279,0.341390014,0.132606998,0.041181818,0.135713056,0.030604597,0.041181818,0.030245248,0.298898041,0.425022721,0.294613093,0.670497358,0.533795476,0.675141633,1.035763383,0.483079851,0.014530072,0.037349384,0.33701241,0.128028274,1.041181803,0.36865887,0,0.039552957,0.552235246,0.039552957,1.035579324,0.486988187,0.015026384,0.037274111,0.329660892,0.131050378,0.442718983,0.528396726,0.435770869,0.467547983,0.361199528,0.476172417,0.089733019,0.110403717,0.088056706,0.268803358,0.518603265,0.251577497,0,0,0,0.120395176,0.103720658,0.121545024,0.486893117,0.37767607,0.494424582,0.249622256,0,0.266835868,0.051843293,0,0.055418335,0.538241327,0.62232393,0.532443106,0.409915358,0.37767607,0.412138522,1.125713944,0.238784775,0,0.10695006,0.432519406,0.221745729,1,0.518603265,0,0.103720658,0.37767607,0,1.134382963,0.221774742,0,0.107146375,0.435853332,0.235225558
