nation,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
1,0.395957947,0.413904607,0.390910715,0.507956088,0.479084969,0.515146434,0.096085928,0.107010424,0.093942843,0.378444672,0.367147565,0.381805837,0.027951146,0.024115497,0.029401837,0.120834909,0.106364302,0.123178639,0.394000888,0.413891494,0.386008412,0.141043827,0.155840218,0.142023772,0.03032097,0.028690405,0.03091372,0.55862397,0.528326273,0.561830401,0.411055058,0.442983299,0.407255888
