nation,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
1,0.376901209,0.356295049,0.387209713,0.533347666,0.55435586,0.524860084,0.089751109,0.089349076,0.087930165,0.308926821,0.304679126,0.329622597,0.01243942,0.00802209,0.0178666,0.107229725,0.106701836,0.114972018,0.453362942,0.460337251,0.434081316,0.200519934,0.206522867,0.184253439,0.030443219,0.026686758,0.034772627,0.550578415,0.550677776,0.560627997,0.418978363,0.422635496,0.404599398
