nation,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
1,0.392943889,0.383107126,0.390049875,0.509005129,0.507075131,0.510095537,0.098051004,0.109817766,0.099854603,0.377796054,0.359743506,0.382310301,0.024512092,0.017975777,0.026553947,0.118839011,0.106583983,0.122886993,0.392053843,0.412550449,0.387977153,0.148519754,0.173746318,0.13923198,0.029837197,0.028965492,0.028938256,0.555342317,0.527200043,0.564803183,0.414820462,0.443834454,0.406258583
