nation,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,l_bmi_all_fe,l_bmi_ur_fe,l_bmi_ru_fe,h_bmi_all_fe,h_bmi_ur_fe,h_bmi_ru_fe,hh_bmi_all_fe,hh_bmi_ur_fe,hh_bmi_ru_fe,hhh_bmi_all_fe,hhh_bmi_ur_fe,hhh_bmi_ru_fe,h_hemoglobin_all_fe,h_hemoglobin_ur_fe,h_hemoglobin_ru_fe,l_hemoglobin_all_fe,l_hemoglobin_ur_fe,l_hemoglobin_ru_fe,hh_hemoglobin_all_fe,hh_hemoglobin_ur_fe,hh_hemoglobin_ru_fe,h_hemoglobin_all_pw,h_hemoglobin_ur_pw,h_hemoglobin_ru_pw,l_hemoglobin_all_pw,l_hemoglobin_ur_pw,l_hemoglobin_ru_pw,hh_hemoglobin_all_pw,hh_hemoglobin_ur_pw,hh_hemoglobin_ru_pw,h_hemoglobin_all_npw,h_hemoglobin_ur_npw,h_hemoglobin_ru_npw,l_hemoglobin_all_npw,l_hemoglobin_ur_npw,l_hemoglobin_ru_npw,hh_hemoglobin_all_npw,hh_hemoglobin_ur_npw,hh_hemoglobin_ru_npw,h_glucose_all_fe,h_glucose_ur_fe,h_glucose_ru_fe,hh_glucose_all_fe,hh_glucose_ur_fe,hh_glucose_ru_fe,l_glucose_all_fe,l_glucose_ur_fe,l_glucose_ru_fe,h_bp_all_fe,h_bp_ur_fe,h_bp_ru_fe,l_bp_all_fe,l_bp_ur_fe,l_bp_ru_fe,hh_bp_all_fe,hh_bp_ur_fe,hh_bp_ru_fe,hhh_bp_all_fe,hhh_bp_ur_fe,hhh_bp_ru_fe,hhhh_bp_all_fe,hhhh_bp_ur_fe,hhhh_bp_ru_fe,hh_cbp_all_fe,hh_cbp_ur_fe,hh_cbp_ru_fe,h_cbp_all_fe,h_cbp_ur_fe,h_cbp_ru_fe,l_cbp_all_fe,l_cbp_ur_fe,l_cbp_ru_fe
1,0.39005971,0.380932987,0.39549011,0.501825988,0.508195043,0.498036355,0.108114325,0.110871963,0.106473535,0.370200664,0.350818604,0.381681412,0.022282632,0.018746572,0.024377175,0.110601895,0.102468565,0.115419567,0.403654695,0.421905458,0.392844081,0.158751056,0.177295983,0.147766203,0.027935822,0.02579134,0.02920608,0.535710692,0.521683872,0.544019282,0.436353505,0.452524781,0.426774651,0.219134241,0.146749675,0.257478923,0.558099508,0.515306473,0.580768466,0.14965418,0.211956233,0.116650566,0.073112093,0.125987634,0.045102037,0.431000501,0.455833256,0.418246299,0.567495883,0.542636991,0.580263495,0.001503599,0.001529733,0.001490176,0.22925508,0.26563102,0.215240523,0.769966304,0.734188199,0.783750534,0.000778627,0.000180773,0.001008962,0.440424234,0.463054419,0.428652436,0.558038294,0.535364628,0.569832742,0.001537463,0.001580947,0.001514844,0.665109873,0.669115782,0.663052738,0.235379845,0.239552408,0.233237103,0.09951026,0.091331825,0.103710167,0.544957638,0.539827406,0.547583222,0.036837738,0.040096592,0.035169877,0.05740558,0.049994193,0.061198678,0.295397282,0.298297256,0.293913126,0.094783701,0.102309495,0.090932049,0.017277693,0.016616231,0.017616225,0.331931531,0.300128788,0.34820798,0.650790751,0.683254957,0.634175777
