nation,p_cancer_all_ma,p_cancer_ur_ma,p_cancer_ru_ma,t_cancer_all_ma,t_cancer_ur_ma,t_cancer_ru_ma,dk_cancer_all_ma,dk_cancer_ur_ma,dk_cancer_ru_ma,p_asthma_all_ma,p_asthma_ur_ma,p_asthma_ru_ma,t_asthma_all_ma,t_asthma_ur_ma,t_asthma_ru_ma,dk_asthma_all_ma,dk_asthma_ur_ma,dk_asthma_ru_ma,p_diabetes_all_ma,p_diabetes_ur_ma,p_diabetes_ru_ma,t_diabetes_all_ma,t_diabetes_ur_ma,t_diabetes_ru_ma,dk_diabetes_all_ma,dk_diabetes_ur_ma,dk_diabetes_ru_ma,p_thyroid_all_ma,p_thyroid_ur_ma,p_thyroid_ru_ma,t_thyroid_all_ma,t_thyroid_ur_ma,t_thyroid_ru_ma,dk_thyroid,dk_thyroid_ur,dk_thyroid_ru,heart_all_ma,heart_ur_ma,heart_ru_ma,t_heart_all_ma,t_heart_ur_ma,t_heart_ru_ma,dk_heart_all_ma,dk_heart_ur_ma,dk_heart_ru_ma,p_cancer_all_fe,p_cancer_ur_fe,p_cancer_ru_fe,t_cancer_all_fe,t_cancer_ur_fe,t_cancer_ru_fe,dk_cancer_all_fe,dk_cancer_ur_fe,dk_cancer_ru_fe,p_asthma_all_fe,p_asthma_ur_fe,p_asthma_ru_fe,t_asthma_all_fe,t_asthma_ur_fe,t_asthma_ru_fe,dk_asthma_all_fe,dk_asthma_ur_fe,dk_asthma_ru_fe,p_diabetes_all_fe,p_diabetes_ur_fe,p_diabetes_ru_fe,t_diabetes_all_fe,t_diabetes_ur_fe,t_diabetes_ru_fe,dk_diabetes_all_fe,dk_diabetes_ur_fe,dk_diabetes_ru_fe,p_thyroid_all_fe,p_thyroid_ur_fe,p_thyroid_ru_fe,t_thyroid_all_fe,t_thyroid_ur_fe,t_thyroid_ru_fe,dk_thyroid,dk_thyroid_ur,dk_thyroid_ru,heart_all_fe,heart_ur_fe,heart_ru_fe,t_heart_all_fe,t_heart_ur_fe,t_heart_ru_fe,dk_heart_all_fe,dk_heart_ur_fe,dk_heart_ru_fe
1,0.002397622,0.002028024,0.002601699,0.47444576,0.275222421,0.560193181,0.005840551,0.00402439,0.006840527,0.0127486,0.011558981,0.013405615,0.648073137,0.646471918,0.648835659,0.004654321,0.00268483,0.005738721,0.01979335,0.025175324,0.01682407,0.765978754,0.800022542,0.737873256,0.010488964,0.00920381,0.011196567,0.005424606,0.005779039,0.005228816,0.668798804,0.66432631,0.671529472,0.004100922,0.001998589,0.005258463,0.011987109,0.011736973,0.012125165,0.636340797,0.623729765,0.643944383,0.00514349,0.003600052,0.005993306,0.001735734,0.001727129,0.0017403,0.655818701,0.703122854,0.630904675,0.002514399,0.001337134,0.003138038,0.019442778,0.020589501,0.018834066,0.713447332,0.733895421,0.70158124,0.002625516,0.001280268,0.003338142,0.016919946,0.025939455,0.012124076,0.813114762,0.852793515,0.767975509,0.009083397,0.006657816,0.010368313,0.021981131,0.035364863,0.014878558,0.868133426,0.90265882,0.824583411,0.004229561,0.003061097,0.004848538,0.013535214,0.012364312,0.014156799,0.317249715,0.21207127,0.417687893,0.002896234,0.001512561,0.003629215
