DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma_q1,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma_q1,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma_q1,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,h_glucose_all_ma_q2,hh_glucose_all_ma_q2,l_glucose_all_ma_q2,h_glucose_all_ma_q3,hh_glucose_all_ma_q3,l_glucose_all_ma_q3,h_glucose_all_ma_q4,hh_glucose_all_ma_q4,l_glucose_all_ma_q4,h_glucose_all_ma_q5,hh_glucose_all_ma_q5,l_glucose_all_ma_q5
Katihar,Bihar,10,212,212,0.411596864,1,0.3920151,0.364157647,0,0.333702087,0.224245459,0,0.274282813,0.539426446,0,0.4366557,0.04584343,0,0.056072772,0.044050485,0,0.053879753,0.370679617,0,0.453391761,0,1,0,0,0,0,0.494420052,0,0.493319154,0.505579948,1,0.506680846,0.411596864,0.364157647,0.224245459,0.411596864,0.364157647,0.224245459,0.480900049,0.390192538,0.128907427,0.411596864,0.364157647,0.224245459
Madhepura,Bihar,10,213,213,0.339897603,,0.408406556,0.561136246,,0.472679943,0.098966129,,0.118913509,0.348574728,,0.37965399,0.071573496,,0.086578563,0.271757871,,0.287600994,0.342095345,,0.287296176,0.033732723,,0.040804639,0.067734182,,0.081934348,0.509688616,,0.493287891,0.422577232,,0.424777746,0.339897603,0.561136246,0.098966129,0.339897603,0.561136246,0.098966129,0.357835829,0.277927846,0.364236355,0.339897603,0.561136246,0.098966129
Saharsa,Bihar,10,214,214,0.33795175,0.62141186,0.365094066,0.558448493,0.18929407,0.561847866,0.103599735,0.18929407,0.073058039,0.360192299,0.10705927,0.365862906,0.061253473,0.135764435,0.047664072,0.20536375,0.29635334,0.218588412,0.289625108,0.40729332,0.318447828,0.083565354,0.053529635,0.049436785,0.020122968,0,0.023848029,0.690033257,0.7284711,0.683530927,0.289843768,0.27152887,0.292621046,0.33795175,0.558448493,0.103599735,0.33795175,0.558448493,0.103599735,0.282533199,0.549409628,0.168057173,0.33795175,0.558448493,0.103599735
Darbhanga,Bihar,10,215,215,0.285838425,0.156432942,0.351347595,0.464743912,0.337426811,0.44938153,0.249417648,0.506140232,0.199270874,0.413415432,0.156432942,0.465672106,0.08056803,0.168713406,0.060207147,0.13993524,0,0.1776696,0.168570131,0.168713406,0.171939522,0.197511166,0.506140232,0.124511637,0.066295952,0.337426811,0,0.453217685,0.325146347,0.533343971,0.480486363,0.337426811,0.466656059,0.285838425,0.464743912,0.249417648,0.285838425,0.464743912,0.249417648,0.570204794,0.334752053,0.095043167,0.285838425,0.464743912,0.249417648
Muzaffarpur,Bihar,10,216,216,0.348829567,,0.375670463,0.582718372,,0.550610363,0.068452097,,0.073719189,0.430078328,,0.463170975,0,,0,0.146270066,,0.080579273,0.355199516,,0.38253054,0.137160107,,0.147713989,0,,0,0.788017869,,0.77170676,0.211982161,,0.228293255,0.348829567,0.582718372,0.068452097,0.348829567,0.582718372,0.068452097,0.323912054,0.548767388,0.127320558,0.348829567,0.582718372,0.068452097
Gopalganj,Bihar,10,217,217,0.394141346,,0.452965379,0.22585021,,0.110311419,0.380008459,,0.436723202,0.563817263,,0.498718739,0,,0,0.103953883,,0.119468585,0.332228839,,0.381812692,0,,0,0,,0,0.667771161,,0.618187308,0.332228839,,0.381812692,0.394141346,0.22585021,0.380008459,0.394141346,0.22585021,0.380008459,0.514713109,0.435926408,0.049360499,0.394141346,0.22585021,0.380008459
Siwan,Bihar,10,218,218,0.271825403,,0.271825403,0.57420665,,0.57420665,0.153967962,,0.153967962,0.728174567,,0.728174567,0.154302731,,0.154302731,0,,0,0.117522679,,0.117522679,0.117522679,,0.117522679,0,,0,0.426128149,,0.426128149,0.573871851,,0.573871851,0.271825403,0.57420665,0.153967962,0.271825403,0.57420665,0.153967962,0.398267061,0.530562103,0.071170852,0.271825403,0.57420665,0.153967962
Saran (chhapra),Bihar,10,219,219,0.433786869,,0.509182155,0.498019457,,0.410771608,0.068193674,,0.080046222,0.229974747,,0.273367435,0,,0,0.309126079,,0.272653848,0.460899174,,0.453978717,0.076604806,,0.091058962,0.073104307,,0.086897962,0.464713186,,0.363712788,0.462182492,,0.549389243,0.433786869,0.498019457,0.068193674,0.433786869,0.498019457,0.068193674,0.449490458,0.430529416,0.119980134,0.433786869,0.498019457,0.068193674
Vaishali,Bihar,10,220,220,0.463378608,0,0.410369933,0.464711875,1,0.49916628,0.071909517,0,0.09046378,0.675123036,1,0.591297507,0,0,0,0,0,0,0.193942875,0,0.243984461,0.130934119,0,0.164718047,0,0,0,0.274753153,0,0.260193974,0.725246847,1,0.739806056,0.463378608,0.464711875,0.071909517,0.463378608,0.464711875,0.071909517,0.366580367,0.504032195,0.129387423,0.463378608,0.464711875,0.071909517
Samastipur,Bihar,10,221,221,0.519750655,0.5,0.499643475,0.350630611,0.5,0.334141344,0.129618719,0,0.166215181,0.654047549,0.5,0.778052211,0.04100436,0,0,0.132928401,0.5,0.10980057,0.130210906,0,0.112147234,0.041808762,0,0,0,0,0,0.477797627,0.5,0.499458462,0.522202373,0.5,0.500541568,0.519750655,0.350630611,0.129618719,0.519750655,0.350630611,0.129618719,0.429679245,0.494496107,0.075824648,0.519750655,0.350630611,0.129618719
Begusarai,Bihar,10,222,222,0.405266941,0.5010975,0.408316016,0.503649056,0.297585487,0.473303139,0.091083996,0.201317012,0.11838083,0.443540812,0.301975518,0.522585332,0.043922547,0,0.057085637,0.186498597,0.100658506,0.177864924,0.233108655,0.597365975,0.121684842,0.092929401,0.100658506,0.120779291,0,0,0,0.645497024,0.803073049,0.59149003,0.354502946,0.196926981,0.40850997,0.405266941,0.503649056,0.091083996,0.405266941,0.503649056,0.091083996,0.39073658,0.462795198,0.146468237,0.405266941,0.503649056,0.091083996
Khagaria,Bihar,10,223,223,0.368708462,,0.345700353,0.298157543,,0.306765467,0.333133966,,0.34753418,0.481127083,,0.476736128,0.034976423,,0,0.222288668,,0.218332261,0.224460036,,0.261631936,0.111443371,,0.12989904,0,,0,0.512956917,,0.432299703,0.487043113,,0.567700326,0.368708462,0.298157543,0.333133966,0.368708462,0.298157543,0.333133966,0.572766364,0.31684649,0.110387139,0.368708462,0.298157543,0.333133966
Bhagalpur,Bihar,10,224,224,0.429788321,0.58793968,0.299499273,0.421996176,0.260588676,0.460703582,0.148215503,0.15147166,0.23979716,0.473012269,0.436468035,0.555331528,0.178840414,0,0.213026837,0.050018098,0.096913151,0.080924042,0.265686929,0.260588676,0.150717571,0.032442268,0.20603016,0,0.032442268,0.054558504,0,0.532378972,0.575735807,0.610633194,0.435178757,0.369705677,0.389366776,0.429788321,0.421996176,0.148215503,0.429788321,0.421996176,0.148215503,0.448711008,0.451555818,0.099733181,0.429788321,0.421996176,0.148215503
Banka,Bihar,10,225,225,0.379269511,0,0.380517721,0.541594803,1,0.526571035,0.079135671,0,0.092911206,0.415544033,1,0.400182247,0.079877138,0,0.093781747,0.140168563,0,0.145109683,0.364410251,0,0.36092633,0,0,0,0.020211613,0,0.023729948,0.566183567,0,0.55250895,0.413604826,1,0.423761129,0.379269511,0.541594803,0.079135671,0.379269511,0.541594803,0.079135671,0.344153106,0.515748739,0.140098125,0.379269511,0.541594803,0.079135671
Munger,Bihar,10,226,226,0.381694555,0.375714689,0.403146952,0.350969523,0.451179802,0.375410497,0.267335922,0.173105493,0.221442521,0.613374472,0.601062834,0.796403348,0,0,0,0.251024365,0.120862864,0.107819684,0.061835609,0.278074324,0,0.135601178,0.104968831,0.095776968,0.061835609,0.104968831,0,0.615617573,0.29396835,0.581206262,0.32254684,0.601062834,0.418793738,0.381694555,0.350969523,0.267335922,0.381694555,0.350969523,0.267335922,0.535689592,0.28773579,0.176574618,0.381694555,0.350969523,0.267335922
Lakhisarai,Bihar,10,227,227,0.33827424,0.504857421,0.22432518,0.499248683,0.444209456,0.56751895,0.162477076,0.050933123,0.2081559,0.506426632,0.464510679,0.439751983,0,0.046203569,0,0.106019981,0.199002936,0.135826439,0.275015235,0.19314611,0.28024447,0.112538144,0.097136691,0.144177124,0,0,0,0.456631482,0.6337533,0.58500886,0.543368518,0.3662467,0.41499114,0.33827424,0.499248683,0.162477076,0.33827424,0.499248683,0.162477076,0.416645259,0.502458453,0.080896303,0.33827424,0.499248683,0.162477076
Sheikhpura,Bihar,10,228,228,0.225291923,0.406308949,0.247385517,0.604233384,0.415494382,0.565421879,0.170474723,0.178196669,0.187192589,0.464546293,0.406308949,0.510102749,0,0,0,0.177233234,0,0.194613889,0.268912107,0.452131122,0.295283377,0.089308381,0.141559929,0,0,0,0,0.66874975,0.547868907,0.636265218,0.33125025,0.452131122,0.363734812,0.225291923,0.604233384,0.170474723,0.225291923,0.604233384,0.170474723,0.412356168,0.447014928,0.140628904,0.225291923,0.604233384,0.170474723
Nalanda,Bihar,10,229,229,0.330175549,0.666666687,0.330175549,0.613587201,0.333333343,0.613587201,0.056237269,0,0.056237269,0.39553991,0,0.39553991,0.056945801,0.333333343,0.056945801,0.167622983,0,0.167622983,0.323654026,0.666666687,0.323654026,0.113316804,0,0.113316804,0,0,0,0.675257146,0.666666687,0.675257146,0.324742854,0.333333343,0.324742854,0.330175549,0.613587201,0.056237269,0.330175549,0.613587201,0.056237269,0.559295118,0.374827087,0.065877773,0.330175549,0.613587201,0.056237269
Patna,Bihar,10,230,230,0.318843693,0.207896978,0.328334153,0.681156278,0.792103052,0.671665847,0,0,0,0.368492305,0.207896978,0.404685289,0,0,0,0.28053239,0.190969154,0.431411415,0.298117787,0.601133883,0.163903281,0.052857503,0,0,0.052857503,0,0,0.596664369,0.631759882,0.593395472,0.350478113,0.368240148,0.406604499,0.318843693,0.681156278,0,0.318843693,0.681156278,0,0.327033132,0.537215889,0.135750964,0.318843693,0.681156278,0
Bhojpur,Bihar,10,231,231,0.361790657,0.302856296,0.319454372,0.638209343,0.697143734,0.680545628,0,0,0,0.426706105,0.651428163,0.388676047,0,0,0,0,0.348571867,0,0.430823684,0,0.459402829,0.072016589,0,0.076793887,0,0,0,0.574294686,0.348571867,0.612391114,0.425705314,0.651428163,0.387608886,0.361790657,0.638209343,0,0.361790657,0.638209343,0,0.425153553,0.574846447,0,0.361790657,0.638209343,0
Buxar,Bihar,10,232,232,0.202888176,,0.239940614,0.657658517,,0.686450899,0.139453277,,0.073608473,0.414649189,,0.399062008,0,,0,0.243009344,,0.287388891,0.342341453,,0.313549072,0.125676498,,0.14862816,0,,0,0.64878571,,0.67595768,0.35121429,,0.32404232,0.202888176,0.657658517,0.139453277,0.202888176,0.657658517,0.139453277,0.356450707,0.583472371,0.060076937,0.202888176,0.657658517,0.139453277
Kaimur (bhabua),Bihar,10,233,233,0.313291311,,0.297474205,0.586475432,,0.621320724,0.100233287,,0.08120507,0.447589546,,0.458244532,0.075157799,,0.089972451,0.217248246,,0.179313689,0.20537889,,0.207076356,0.054625515,,0.065392971,0,,0,0.665718496,,0.638612509,0.334281534,,0.361387521,0.313291311,0.586475432,0.100233287,0.313291311,0.586475432,0.100233287,0.2428343,0.629503846,0.127661854,0.313291311,0.586475432,0.100233287
Rohtas,Bihar,10,234,234,0.65230763,0.543109894,0.603904068,0,0.23953031,0,0.347692341,0.217359796,0.396095932,0.502062559,0.23953031,0.432742834,0,0,0,0.253912747,0,0.289260924,0.128820673,0.674249887,0.146754295,0.115203984,0.086219802,0.131241962,0,0,0,0.253912747,0,0.289260924,0.746087253,1,0.710739076,0.65230763,0,0.347692341,0.65230763,0,0.347692341,0.357551873,0.542057157,0.100391001,0.65230763,0,0.347692341
Aurangabad,Bihar,10,235,235,0.388649553,1,0.332075268,0.535753369,0,0.585331917,0.075597093,0,0.082592838,0.46026814,0,0.502861321,0,0,0,0.075597093,0.330508381,0.082592838,0.311900854,0.669491589,0.248224258,0.152233914,0,0.16632162,0,0,0,0.459860146,0.661016762,0.502415538,0.540139854,0.338983208,0.497584462,0.388649553,0.535753369,0.075597093,0.388649553,0.535753369,0.075597093,0.369999826,0.570909441,0.0590907,0.388649553,0.535753369,0.075597093
Gaya,Bihar,10,236,236,0.487933129,0.538104832,0.433103472,0.317368388,0.346421361,0.312470853,0.194698498,0.115473785,0.254425704,0.078411594,0.347256273,0.09781611,0.093487069,0.130548745,0.116622306,0.265208602,0,0.330839723,0.499556631,0.261097491,0.375711948,0.156823188,0.261097491,0.195632219,0.093487069,0.130548745,0.116622306,0.575605452,0.261097491,0.594315469,0.330907494,0.608353734,0.289062202,0.487933129,0.317368388,0.194698498,0.487933129,0.317368388,0.194698498,0.320025027,0.443284005,0.236690968,0.487933129,0.317368388,0.194698498
Nawada,Bihar,10,237,237,0.383095235,,0.360487133,0.464823872,,0.460215807,0.152080894,,0.17929706,0.535978973,,0.540730715,0,,0,0.233429015,,0.187410906,0.230591998,,0.271858394,0,,0,0,,0,0.77027297,,0.729161382,0.22972703,,0.270838618,0.383095235,0.464823872,0.152080894,0.383095235,0.464823872,0.152080894,0.343295544,0.656704426,0,0.383095235,0.464823872,0.152080894
Jamui,Bihar,10,238,238,0.437306881,0.615904868,0.51259768,0.326702654,0.225046307,0.262113214,0.235990435,0.159048811,0.225289136,0.470794976,0.615904868,0.459910005,0.055302117,0,0.075913705,0,0.159048811,0,0.473902911,0.079524405,0.464176297,0,0.145521909,0,0,0,0,0.745054781,0.456856072,0.836388886,0.254945219,0.543143928,0.163611114,0.437306881,0.326702654,0.235990435,0.437306881,0.326702654,0.235990435,0.529714584,0.287976801,0.182308629,0.437306881,0.326702654,0.235990435
Jehanabad,Bihar,10,239,239,0.233637989,0,0.245323673,0.59956181,1,0.629549623,0.166800231,0,0.125126734,0.319478899,1,0.33545801,0.047633752,0,0,0.190792516,0,0.200335234,0.386626065,0,0.405963659,0.115051985,0,0.120806456,0,0,0,0.548855841,0,0.526291311,0.451144159,1,0.473708689,0.233637989,0.59956181,0.166800231,0.233637989,0.59956181,0.166800231,0.523244202,0.42085743,0.055898346,0.233637989,0.59956181,0.166800231
Arwal,Bihar,10,240,240,0.377590299,0.125,0.390509188,0.542807043,0.625,0.504009962,0.079602651,0.25,0.105480835,0.334240973,0.875,0.329695135,0.040657144,0,0.053874452,0.170155182,0,0.171596795,0.495603859,0.125,0.498708069,0,0,0,0.081314288,0,0.107748903,0.382490158,0.75,0.398043811,0.536195576,0.25,0.494207293,0.377590299,0.542807043,0.079602651,0.377590299,0.542807043,0.079602651,0.458548695,0.502174735,0.039276548,0.377590299,0.542807043,0.079602651
North,Sikkim,11,241,241,0.222910061,0.456245959,0.313349366,0.762998521,0.385938495,0.66397512,0.014091433,0.157815531,0.022675527,0.080817208,0.157815531,0.103286117,0,0,0,0.242139295,0,0.169892862,0.492279738,0.385938495,0.619352639,0.359530628,0.228122979,0.383129865,0.081374153,0.228122979,0,0.805155754,0.385938495,0.900819242,0.11347007,0.385938495,0.099180736,0.222910061,0.762998521,0.014091433,0.222910061,0.762998521,0.014091433,0.219409585,0.720497608,0.06009277,0.222910061,0.762998521,0.014091433
West,Sikkim,11,242,242,0.330325663,0.389924109,0.384510428,0.656270504,0.610075891,0.615489602,0.013403848,0,0,0.189805463,0.110075898,0.160826698,0.015577858,0,0.023166344,0.119241774,0.084886149,0.154661998,0.499447823,0.610075891,0.486782998,0.299750745,0.194962054,0.318929136,0.074334189,0,0.089327931,0.591016948,0.889924109,0.648198545,0.334648877,0.110075898,0.262473494,0.330325663,0.656270504,0.013403848,0.330325663,0.656270504,0.013403848,0.206828892,0.763319671,0.029851403,0.330325663,0.656270504,0.013403848
South,Sikkim,11,243,243,,0,,,1,,,0,,,0.205451056,,,0,,,0,,,0.794548929,,,0,,,0,,,0.794548929,,,0.205451056,,,,,,,,0.359035462,0.640964568,0,NA,,
East,Sikkim,11,244,244,0.280276746,0.14952673,0.239678398,0.690912724,0.780472755,0.73780185,0.02881057,0.070000544,0.022519751,0.257171005,0.279513299,0.17337966,0.017226452,0.026520573,0,0.159168184,0.110673606,0.131847188,0.43213883,0.459433824,0.524863422,0.219961733,0.178428382,0.27120465,0.090204976,0.089300439,0.082516395,0.576063156,0.518983185,0.584088326,0.33373186,0.391716391,0.333395272,0.280276746,0.690912724,0.02881057,0.280276746,0.690912724,0.02881057,0.361176252,0.598724544,0.040099207,0.280276746,0.690912724,0.02881057
Tawang,Arunanchal Pradesh,12,245,245,0.188106224,0.505313694,0.125,0.695908964,0.494686306,0.75,0.115984827,0,0.125,0.17787841,0,0.200000003,0,0,0,0.17787841,0,0.200000003,0.355756819,0,0.400000006,0.466364771,1,0.400000006,0.17787841,0,0.200000003,0.355756819,0,0.400000006,0.466364771,1,0.400000006,0.188106224,0.695908964,0.115984827,0.188106224,0.695908964,0.115984827,0.344883353,0.635529697,0.019586949,0.188106224,0.695908964,0.115984827
West Kameng,Arunanchal Pradesh,12,246,246,0.520644426,1,0.5,0.178903595,0,0.094442539,0.300451964,0,0.405557454,1,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,1,0.5,1,0,0.5,0,0.520644426,0.178903595,0.300451964,0.520644426,0.178903595,0.300451964,0.446114272,0.364570379,0.189315349,0.520644426,0.178903595,0.300451964
East Kameng,Arunanchal Pradesh,12,247,247,0.363962203,0,0.348819971,0.524626791,1,0.51967293,0.111411013,0,0.131507084,0.3157112,,0.281256586,0.037889421,,0.046193819,0.085016966,,0.103650525,0.425734222,,0.403520256,0.204327404,,0.249110788,0.078508362,,0.095715404,0.378658295,,0.418694526,0.542833328,,0.48559007,0.363962203,0.524626791,0.111411013,0.363962203,0.524626791,0.111411013,0.703745961,0.234455287,0.061798774,0.363962203,0.524626791,0.111411013
Papum Pare,Arunanchal Pradesh,12,248,248,0.443430334,0.615136981,0.449249327,0.556569636,0.280236542,0.550750673,0,0.104626484,0,0,0.367825001,0,0,0,0,0,0.059409872,0,0.395908415,0.572765112,0.395908415,0.604091585,0,0.604091585,0,0,0,0.604091585,0.542721093,0.604091585,0.395908415,0.457278907,0.395908415,0.443430334,0.556569636,0,0.443430334,0.556569636,0,0.433616579,0.445962191,0.120421223,0.443430334,0.556569636,0
Upper Subansiri,Arunanchal Pradesh,12,249,249,0.2340931,0.251304567,0.277062535,0.638601601,0.374347717,0.594131231,0.127305269,0.374347717,0.128806233,0.429164976,,0.477822006,0.050501481,,0.05622714,0,,0,0.235329986,,0.20486185,0.336332947,,0.261088997,0,,0,0.467154384,,0.406742424,0.532845616,,0.593257546,0.2340931,0.638601601,0.127305269,0.2340931,0.638601601,0.127305269,0.309505433,0.567892194,0.122602396,0.2340931,0.638601601,0.127305269
West Siang,Arunanchal Pradesh,12,250,250,0.397781163,0.447552383,0.5,0.602218866,0,0.5,0,0.552447617,0,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0.397781163,0.602218866,0,0.397781163,0.602218866,0,0.460190684,0.488464415,0.051344886,0.397781163,0.602218866,0
East Siang,Arunanchal Pradesh,12,251,251,0.538935184,0.375353813,0.618003249,0.461064816,0.624646187,0.381996721,0,0,0,0,0.127420485,0,0,0,0,0.102517657,0,0,0.67488414,0.872579515,0.688835263,0.277185112,0.271135837,0.387470514,0.102517657,0,0,0.620297253,0.716977894,0.612529516,0.277185112,0.283022106,0.387470514,0.538935184,0.461064816,0,0.538935184,0.461064816,0,0.292471886,0.575652182,0.131875977,0.538935184,0.461064816,0
Upper Siang,Arunanchal Pradesh,12,252,252,0.339140862,0.463566989,0.358639121,0.649514556,0.536433041,0.641360879,0.011344579,0,0,0.216577023,,0.189152762,0,,0,0.170181304,,0.128988549,0.446352094,,0.465442598,0.233050421,,0.302210987,0,,0,0.595268846,,0.680226028,0.404731125,,0.319773972,0.339140862,0.649514556,0.011344579,0.339140862,0.649514556,0.011344579,0.394907027,0.579535425,0.025557514,0.339140862,0.649514556,0.011344579
Changlang,Arunanchal Pradesh,12,253,253,0.199413925,0.077183843,0.22761783,0.800586104,0.922816157,0.7723822,0,0,0,0.157650694,0.557040393,0.189607546,0,0.077183843,0,0.169831663,0,0.137835339,0.56206286,0.365775764,0.539712429,0.44244957,0,0.462275058,0.116256788,0,0.139822811,0.781319916,0.64429599,0.736992002,0.102423303,0.355704039,0.123185195,0.199413925,0.800586104,0,0.199413925,0.800586104,0,0.277736396,0.578139603,0.144124016,0.199413925,0.800586104,0
Tirap,Arunanchal Pradesh,12,254,254,0.409259915,0.693392336,0.292646885,0.590740085,0.252830386,0.707353115,0,0.053777274,0,0.380679131,0.388410151,0.516786754,0,0.140564486,0,0.288467318,0,0.186329663,0.330853552,0.247845665,0.296883613,0.080081522,0.223179698,0.050962381,0.033252306,0.082615219,0.050962381,0.717207968,0.553640604,0.70500505,0.249539703,0.363744199,0.244032547,0.409259915,0.590740085,0,0.409259915,0.590740085,0,0.493726522,0.463702649,0.042570855,0.409259915,0.590740085,0
Lower Subansiri,Arunanchal Pradesh,12,255,255,0.333333343,0,0.333333343,0.333333343,1,0.333333343,0.333333343,0,0.333333343,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,1,,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.334386319,0.524853826,0.140759826,0.333333343,0.333333343,0.333333343
Kurung Kumey,Arunanchal Pradesh,12,256,256,0.14693512,0,0.155772582,0.710978627,1,0.694806099,0.142086253,0,0.149421304,0.274032474,0,0.243507728,0,0,0,0.070287213,0.166666672,0.128246143,0.317351758,0.666666687,0.358209342,0.33832857,0.333333343,0.270036787,0.060514886,0,0,0.539417863,0.666666687,0.398282945,0.40006724,0.333333343,0.601717055,0.14693512,0.710978627,0.142086253,0.14693512,0.710978627,0.142086253,0.428786755,0.571213245,0,0.14693512,0.710978627,0.142086253
Dibang Valley,Arunanchal Pradesh,12,257,257,0.334127456,0.610519528,0.125501201,0.588423312,0.389480472,0.686954796,0.077449203,0,0.187543988,0.668919563,0.224018142,0.29032135,0,0,0,0,0,0,0.331080437,0.658542991,0.70967865,0,0.341457009,0,0,0,0,0.466521651,0.775981843,1,0.533478379,0.224018142,0,0.334127456,0.588423312,0.077449203,0.334127456,0.588423312,0.077449203,0.538123131,0.461876899,0,0.334127456,0.588423312,0.077449203
