DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
Hardwar,Uttarakhand,5,68,68,0.379479527,0.291287303,0.313112199,0.566254795,0.708712697,0.663170934,0.054265685,0,0.023716878,0.178478584,0.225346938,0.439097017,0.038955189,0,0.023716878,0.19469972,0.089743003,0.181146801,0.397897273,0.474259824,0.284306645,0.262036592,0.293325573,0.123240754,0.058364335,0.077968046,0.027456272,0.609174311,0.662509263,0.578229725,0.332461387,0.259522706,0.394314021
Panchkula,Haryana,6,69,69,0.315945625,0.370686859,0.324799389,0.571908772,0.554430723,0.675200641,0.112145595,0.074882425,0,0.280963242,0.278359383,0.063117221,0.034517918,0,0.068690367,0.264377683,0.244736224,0.258392245,0.304660857,0.411946118,0.5411098,0.164121762,0.169853806,0.131982699,0.031717334,0,0,0.661652505,0.710394442,0.927844644,0.306630164,0.289605528,0.072155386
Ambala,Haryana,6,70,70,0.223796368,0.366862893,0.128185332,0.755516946,0.633137107,0.832350194,0.020686695,0,0.039464451,0.365924239,0.188996717,0.401618421,0,0,0,0.092127293,0.06895408,0.039464451,0.450040132,0.537643909,0.416681141,0.194617942,0.371834308,0.181700453,0.050753899,0.116738506,0,0.496756345,0.626475811,0.574801505,0.452489763,0.256785691,0.425198495
Yamunanagar,Haryana,6,71,71,0.473848403,0.365809977,0.555872679,0.461593688,0.46316424,0.370246202,0.064557925,0.171025768,0.073881119,0.095266163,0.279028863,0,0,0,0,0.108172879,0.040243208,0.150658309,0.637702763,0.64068985,0.685361445,0.293902874,0.244974673,0.327960432,0.039876439,0.025710957,0,0.63156265,0.712723911,0.529013515,0.328560919,0.261565119,0.470986515
Kurukshetra,Haryana,6,72,72,0.289922863,0.424439937,0.407795757,0.615136802,0.435947627,0.592204273,0.094940312,0.139612421,0,0.152212381,0.285865545,0.110020906,0,0,0,0.095675521,0.069806211,0.11510627,0.67240715,0.644328237,0.621487081,0.200057626,0.221813157,0.271626621,0.034530345,0,0.034013275,0.768419445,0.714134455,0.699572146,0.197050229,0.285865545,0.266414583
Kaithal,Haryana,6,73,73,0.5491274,0.274141937,0.256757438,0.4508726,0.725858033,0.639001667,0,0,0.104240879,0.250006407,0.177574158,0.400550634,0.072918072,0,0,0.158041924,0.274141937,0.104240879,0.311137021,0.548283875,0.302758574,0.366804272,0,0.292081445,0.077298053,0,0,0.778037965,0.725858033,0.749457657,0.144664004,0.274141937,0.250542372
Karnal,Haryana,6,74,74,0.407469988,0.475092471,0.323648453,0.524884343,0.454375029,0.607389212,0.067645676,0.070532501,0.068962321,0.410333097,0.245994195,0.580288053,0.034671597,0,0.062559091,0.107777074,0.186190501,0.096063517,0.398740828,0.484336317,0.261089355,0.118600234,0.249070913,0.165025845,0,0,0,0.733105361,0.773238301,0.674398065,0.266894639,0.226761714,0.325601906
Panipat,Haryana,6,75,75,0.122801602,0.350358725,0.207722157,0.823255062,0.649641275,0.716785431,0.053943306,0,0.075492404,0.433052897,0.257399648,0.47502774,0,0.063958809,0,0.105697408,0.053348958,0.184185579,0.461249679,0.625292599,0.340786695,0.035426725,0.063958809,0,0,0.127917618,0,0.420689613,0.580222964,0.4366346,0.579310358,0.291859448,0.5633654
Sonipat,Haryana,6,76,76,0.48429957,0.408584774,0.538662136,0.44049257,0.533070326,0.420228243,0.075207867,0.05834493,0.041109603,0.250466466,0.24240002,0.169563666,0.039380495,0.061959982,0.055753592,0.088365391,0.122332245,0.130048007,0.574140251,0.391549587,0.644634724,0.103799783,0.182952359,0.10110119,0,0,0,0.58528161,0.442179382,0.752450049,0.414718419,0.557820618,0.247549966
Jind,Haryana,6,77,77,0.268103451,0.336074889,0.355427176,0.664796472,0.53024292,0.602909982,0.067100078,0.133682221,0.041662823,0.10614641,0.197906658,0.370909065,0,0,0,0.17184791,0.202766329,0.086714894,0.682232559,0.534728885,0.542376041,0.211348012,0.262878448,0.094701663,0,0,0,0.896174848,0.875663459,0.728230298,0.103825159,0.124336541,0.271769673
Fatehabad,Haryana,6,78,78,0.247624382,0.226075351,0.276662856,0.640891254,0.539890349,0.620578825,0.111484349,0.234034315,0.102758303,0.071361326,0.138952062,0.361051559,0,0,0,0.119761415,0.089421198,0.084701099,0.657208383,0.632674694,0.457919151,0.390996486,0.317794472,0.162979081,0,0,0.054771278,0.534307301,0.591102779,0.619547546,0.465692699,0.408897221,0.32568115
Sirsa,Haryana,6,79,79,0.249041572,0.393387884,0.319308579,0.615350664,0.606612146,0.454994589,0.135607794,0,0.225696832,0.179427803,0.307851434,0.319946915,0,0,0,0.078782961,0.044359565,0,0.611726582,0.428915292,0.504475653,0.231703699,0.372799426,0.256637007,0.024221135,0.044359565,0.040529776,0.486543417,0.668636024,0.537204385,0.489235431,0.287004411,0.422265857
Hisar,Haryana,6,80,80,0.337241143,0.424501985,0.368929833,0.580982447,0.456552446,0.526835799,0.081776425,0.118945584,0.10423439,0.154711843,0.118945584,0.390632331,0,0,0,0.22821483,0.068333618,0.200247601,0.57660985,0.632016659,0.409120053,0.21561344,0.351830006,0.170983583,0.127061486,0.024268994,0.120420754,0.722107589,0.765728414,0.777646244,0.150830939,0.210002586,0.101933032
Bhiwani,Haryana,6,81,81,0.479805082,0.453414559,0.574318528,0.520194948,0.546585441,0.425681472,0,0,0,0.124476649,0.227212548,0.209733263,0,0,0,0.102810115,0.053037636,0.119995072,0.6627599,0.599623084,0.514842272,0.23466076,0.132157072,0.279057473,0,0,0.046895117,0.660794377,0.639619827,0.684093058,0.339205623,0.360380173,0.269011855
Rohtak,Haryana,6,82,82,0.335005254,0.256168932,0.398559153,0.641426504,0.672715783,0.55447948,0.023568269,0.071115293,0.046961382,0.150463536,0.038691401,0.155920327,0,0,0,0.082435019,0.334695965,0.199172035,0.646852255,0.519939721,0.644907653,0.215040982,0.182066187,0.144264668,0.048785962,0,0,0.580828071,0.742340446,0.7399894,0.370385945,0.257659525,0.2600106
Jhajjar,Haryana,6,83,83,0.229302391,0,0.235359266,0.749775171,1,0.733866632,0.020922467,0,0.030774124,0.18901585,0,0.113051094,0.027446954,0,0,0.020180034,0,0.085061051,0.696164727,0.776152492,0.682915926,0.214539185,0.223847494,0.327459633,0.12524955,0,0.175708011,0.652393222,0.7117033,0.70941329,0.222357213,0.2882967,0.114878722
Mahendragarh,Haryana,6,84,84,0.343372405,0.588817537,0.413801074,0.559404671,0.411182433,0.502259195,0.097222947,0,0.083939731,0.163098112,0.102795608,0.169148281,0,0,0,0.188620493,0.486021966,0.099259436,0.560172558,0.308386832,0.613298357,0.175138697,0.102795608,0.216843873,0,0,0,0.644722521,1,0.614333272,0.355277479,0,0.385666698
Rewari,Haryana,6,85,85,0.431595683,0.771930397,0.266078919,0.568404317,0.228069633,0.733921111,0,0,0,0.117640786,0,0.091869995,0,0,0,0.111943409,0.181286916,0.138240084,0.50509429,0.704678297,0.529221475,0.301727116,0.114034817,0.37157473,0.039262448,0,0.027597787,0.789188385,0.818713069,0.519589245,0.171549171,0.181286916,0.452812999
Gurgaon,Haryana,6,86,86,0.720671773,0.479337454,0.591145575,0.279328227,0.362054557,0.408854455,0,0.15860799,0,0.223685369,0,0.086385585,0,0,0,0.216344044,0,0.072919317,0.473896742,0.53300494,0.576096952,0.218160748,0.61674875,0.489711404,0,0.23349753,0,0.516251326,0.61674875,0.476245135,0.483748674,0.149753705,0.523754895
Mewat,Haryana,6,87,87,0.363488436,0.333333343,0.400366157,0.636511564,0.666666687,0.512429655,0,0,0.087204158,0,0,0.087204158,0,0.333333343,0,0,0,0.080345906,0.590872109,0.666666687,0.517303884,0.527169824,0,0.486547887,0,0,0,0.818255782,0.666666687,1,0.181744218,0.333333343,0
Faridabad,Haryana,6,88,88,0.328249991,0.281880885,0.332772046,0.657188833,0.662766099,0.550548553,0.014561199,0.055353034,0.1166794,0.139186516,0.171174809,0.216092661,0.0269532,0,0.108888239,0.076663069,0.110706069,0.342247039,0.648271143,0.458230674,0.332772046,0.208319396,0.25988844,0,0.0134766,0.055353034,0,0.695919991,0.546120465,0.88332063,0.290603399,0.39852652,0.1166794
Palwal,Haryana,6,89,89,0.400416166,0.333333343,0.408838332,0.599583864,0.666666687,0.591161668,0,0,0,0.074704252,0.333333343,0.182168081,0,0,0,0.100421861,0.333333343,0.127679899,0.659906447,0.333333343,0.571454763,0.334657252,0,0.276702404,0.033750009,0.333333343,0,0.703420579,0.666666687,0.876498342,0.262829423,0,0.123501644
North West,NCT of Delhi,7,90,90,0.403087467,0.396259189,0,0.596912563,0.603740811,1,0,0,0,0.561066568,0.475411177,0,0,0,0,0,0,0,0.438933402,0.524588823,1,0,0,0,0,0,0,0.340223968,0.517718315,0,0.659776032,0.482281685,1
North,NCT of Delhi,7,91,91,0.334188074,0.334188074,,0.564164519,0.564164519,,0.101647437,0.101647437,,0.724217057,0.724217057,,0,0,,0,0,,0.275782943,0.275782943,,0.275782943,0.275782943,,0.275782943,0.275782943,,0.232783988,0.232783988,,0.491433084,0.491433084,
North East,NCT of Delhi,7,92,92,0.573910534,0.573910534,,0.35606873,0.35606873,,0.070020698,0.070020698,,0.497154444,0.497154444,,0,0,,0.102550924,0.102550924,,0.323381454,0.323381454,,0.076913193,0.076913193,,0,0,,0.44166106,0.44166106,,0.55833894,0.55833894,
East,NCT of Delhi,7,93,93,0.537390292,0.537390292,,0.355544418,0.355544418,,0.107065327,0.107065327,,0.674121737,0.674121737,,0,0,,0,0,,0.211168721,0.211168721,,0.114709534,0.114709534,,0,0,,0.251333147,0.251333147,,0.748666823,0.748666823,
New Delhi,NCT of Delhi,7,94,94,0.307383031,0.307383031,,0.692616999,0.692616999,,0,0,,0.307383031,0.307383031,,0,0,,0,0,,0.692616999,0.692616999,,0.324239254,0.324239254,,0,0,,0.692616999,0.692616999,,0.307383031,0.307383031,
Central,NCT of Delhi,7,95,95,0.245089725,0.245089725,,0.64371568,0.64371568,,0.111194596,0.111194596,,0.201784104,0.201784104,,0,0,,0.222389191,0.222389191,,0.575826705,0.575826705,,0.147310525,0.147310525,,0,0,,0.35628432,0.35628432,,0.64371568,0.64371568,
West,NCT of Delhi,7,96,96,0.323944241,0.323944241,,0.676055729,0.676055729,,0,0,,0.559004784,0.559004784,,0.081963614,0.081963614,,0.111801647,0.111801647,,0.247229978,0.247229978,,0.020863092,0.020863092,,0.045233354,0.045233354,,0.370571256,0.370571256,,0.584195375,0.584195375,
South West,NCT of Delhi,7,97,97,0.491151899,0.491151899,,0.508848071,0.508848071,,0,0,,0.760577619,0.760577619,,0,0,,0,0,,0.239422366,0.239422366,,0,0,,0,0,,0.447464764,0.447464764,,0.552535236,0.552535236,
South,NCT of Delhi,7,98,98,0.167764336,0.167764336,,0.751461506,0.751461506,,0.080774195,0.080774195,,0.570570648,0.570570648,,0.150255829,0.150255829,,0.183470905,0.183470905,,0.095702626,0.095702626,,0.095702626,0.095702626,,0,0,,0.904297352,0.904297352,,0.095702626,0.095702626,
Ganganagar,Rajasthan,8,99,99,0.380800903,0.245895222,0.291428149,0.538023472,0.754104793,0.652960539,0.081175633,0,0.055611353,0.285044938,0.5,0.490634173,0.035879858,0,0,0.181759641,0,0.132326826,0.419584483,0.5,0.22591345,0.207238689,0.254104763,0.232443511,0.105067626,0,0.018299589,0.447327733,0.254104763,0.671976149,0.447604626,0.745895207,0.309724271
Hanumangarh,Rajasthan,8,100,100,0.289691716,0.332959354,0.308908373,0.638250768,0.667040646,0.598643124,0.072057486,0,0.092448503,0.261025667,0.110986449,0.254491031,0,0,0,0.106469683,0,0.074132517,0.51156342,0.667040646,0.503085732,0.196195856,0.556054175,0.224854261,0.123928271,0,0.092627913,0.611296833,0.667040646,0.661323428,0.264774889,0.332959354,0.246048689
Bikaner,Rajasthan,8,101,101,0.392532855,0.502711594,0.269449294,0.545406997,0.440861911,0.594534218,0.06206017,0.05642651,0.136016488,0.351649642,0.439499855,0.310821146,0.022869838,0,0.03632956,0.176707372,0.152099997,0.158288166,0.426247239,0.331147581,0.45437181,0.085463725,0.102716386,0.134893909,0.068226777,0.031234317,0.083407827,0.596350074,0.444453448,0.620790899,0.335423172,0.524312198,0.295801312
Churu,Rajasthan,8,102,102,0.460369438,0.430791706,0.470866501,0.473304868,0.569208264,0.473720789,0.066325709,0,0.055412702,0.444877267,0.254790664,0.415681064,0,0.254790664,0,0.159374326,0.157208815,0.167314902,0.353917032,0.588000536,0.387671411,0.041831389,0.176001042,0.079246119,0.031750932,0,0,0.740580022,0.745209336,0.663647294,0.22766903,0.254790664,0.336352676
Jhunjhunun,Rajasthan,8,103,103,0.378174782,0.75,0.410810322,0.50026983,0.25,0.470040619,0.121555358,0,0.119149052,0.291706324,0,0.290373176,0,0,0,0.081559457,0,0.059599962,0.542191148,1,0.500552297,0.19479765,0,0.209074497,0.019584222,0,0.028547676,0.571117163,0.75,0.466926455,0.409298599,0.25,0.50452584
Alwar,Rajasthan,8,104,104,0.410418957,,0.644406319,0.543951452,,0.320086151,0.04562958,,0.035507556,0.252096057,,0.369169384,0.019743949,,0,0.158317357,,0.116276443,0.506543934,,0.380295426,0.108986139,,0.209996909,0.023807041,,0.038194269,0.674963772,,0.718688428,0.301229179,,0.243117303
Bharatpur,Rajasthan,8,105,105,0.386550993,0.72032994,0.467985481,0.51142472,0.27967006,0.532014489,0.102024309,0,0,0.133326292,0.220398843,0.161496803,0.033444222,0,0,0.132292032,0,0.238088071,0.557481289,0.779601157,0.49071002,0.278274775,0,0.109705098,0.066888444,0,0.053059284,0.604753494,0.889800549,0.833649099,0.328358024,0.110199422,0.113291629
Dhaulpur,Rajasthan,8,106,106,0.657034159,0.539185107,0.401755214,0.222706273,0.460814893,0.494646847,0.120259583,0,0.103597946,0.452129871,0.399858594,0.353987187,0,0,0,0,0.126831621,0.045377474,0.483084381,0.356212109,0.60063535,0.14255625,0.18778792,0.05305976,0,0,0,0.712477565,0.497592539,0.593230784,0.287522465,0.502407432,0.406769216
Karauli,Rajasthan,8,107,107,0.554616332,0,0.451503485,0.327412546,1,0.548496544,0.1179711,0,0,0.257458955,0.666666687,0.286444694,0,0,0.065530762,0.057991564,0,0.068957031,0.591305077,0.333333343,0.445817828,0.154972404,0,0.13324967,0.032809474,0,0,0.416884035,0,0.466517895,0.550306499,1,0.533482075
Sawai Madhopur,Rajasthan,8,108,108,0.433661997,0.649041355,0.461089224,0.325836658,0.350958616,0.487002224,0.240501344,0,0.051908568,0.28094849,0,0.181758225,0,0,0.051908568,0.194715336,0,0.200612977,0.489255458,1,0.513811648,0.075794801,0,0.146935165,0.075794801,0,0.048391536,0.609032929,0.391826451,0.639812052,0.315172255,0.608173549,0.311796397
Dausa,Rajasthan,8,109,109,0.500342071,0.200000003,0.46721226,0.44753769,0.800000012,0.45337072,0.052120205,0,0.079416998,0.270158857,0.200000003,0.288808227,0,0,0,0.097986497,0,0.044658486,0.459728271,0.600000024,0.534380376,0.25266239,0.400000006,0.176352173,0,0.200000003,0,0.609644413,0.200000003,0.462198764,0.390355617,0.600000024,0.537801266
Jaipur,Rajasthan,8,110,110,0.405594945,0.557887912,0.391728491,0.386512876,0.412889421,0.502875984,0.207892165,0.029222632,0.105395533,0.379019916,0.143669248,0.234173298,0.009502093,0,0.036099412,0.073407046,0.150867879,0.09054637,0.453148812,0.437787116,0.528446853,0.175778881,0.300511509,0.199017659,0.029761748,0.03955029,0.054109398,0.461758792,0.451409161,0.431550503,0.508479476,0.509040534,0.514340103
Sikar,Rajasthan,8,111,111,0.429188669,0.51957047,0.352660894,0.476449966,0.367048711,0.498201579,0.094361387,0.113380842,0.149137527,0.323228747,0.531173468,0.429679155,0,0,0,0.180657238,0,0.192904413,0.408032924,0.468826532,0.315759301,0.129533917,0.110131182,0.061657146,0,0,0.029327871,0.681015253,0.388138711,0.542263985,0.318984777,0.611861289,0.428408146
Nagaur,Rajasthan,8,112,112,0.411960691,0.596746504,0.50291431,0.534494162,0.266848147,0.414915234,0.05354517,0.136405319,0.082170479,0.295788616,0.539658785,0.336597055,0,0,0,0.131549671,0.193493038,0.227049381,0.513748765,0.133424073,0.300011575,0.210893124,0.133424073,0.231152996,0.08193291,0,0.150063202,0.563795328,0.730170608,0.566400766,0.354271799,0.269829392,0.283536017
Jodhpur,Rajasthan,8,113,113,0.326574415,0.477811366,0.343859434,0.569999516,0.455878496,0.521704853,0.103426069,0.066310138,0.134435683,0.421092272,0.374669522,0.291087657,0,0,0.026561175,0.121651657,0.169146448,0.290030956,0.428600371,0.417119175,0.314393342,0.128884271,0.092568398,0.103517823,0.064975515,0.052531514,0.10335625,0.593009114,0.483672857,0.575891137,0.342015386,0.463795632,0.320752621
Jaisalmer,Rajasthan,8,114,114,0.315650105,0.600000024,0.383852065,0.684349895,0.400000006,0.530662537,0,0,0.085485399,0.301371276,0.200000003,0.337269902,0,0,0,0.206182063,0.400000006,0.125987157,0.343605608,0.200000003,0.454381943,0.201163098,0.200000003,0.210279763,0.049777143,0,0.083154626,0.708505154,0.800000012,0.710475087,0.241717726,0.200000003,0.206370294
Barmer,Rajasthan,8,115,115,0.403755188,0.333333343,0.724419773,0.596244812,0,0,0,0.666666687,0.275580198,0.403755188,0.666666687,0.224419802,0,0,0.275580198,0.120899431,0,0,0.475345403,0,0.5,0,0,0.224419802,0,0,0,0.596244812,0,0.5,0.403755188,1,0.5
Jalor,Rajasthan,8,116,116,0.242152065,0,0.253238648,0.626487494,1,0.615915656,0.131360441,0,0.130845681,0.263269901,0,0.382355422,0.029052049,0,0.045717184,0.186039403,0.5,0.083399609,0.436358005,0.5,0.439251512,0.191621035,0,0.049276255,0.053966917,0,0,0.600049794,1,0.517951429,0.345983267,0,0.482048571
Sirohi,Rajasthan,8,117,117,0.420568198,0.709242642,0.127955839,0.456157893,0.290757328,0.748735189,0.123273924,0,0.123308986,0.530865669,0.081514679,0.504757464,0.031670626,0,0,0.092572987,0.290757328,0.248639539,0.280351788,0.523106635,0.18147634,0.158366546,0.104621328,0.06512668,0,0,0,0.500756204,1,0.615828395,0.499243796,0,0.384171605
Pali,Rajasthan,8,118,118,0.352090061,0.610339463,0.293412238,0.522867262,0,0.620205581,0.125042662,0.389660507,0.08638218,0.484893441,0,0.234359324,0,0,0,0.067614175,0,0.353856236,0.343392432,0.610339463,0.273084044,0.134543598,0.389660507,0.138700411,0,0,0.044355746,0.564600468,0.220678985,0.619683444,0.435399562,0.779321015,0.335960835
Ajmer,Rajasthan,8,119,119,0.472295791,0.316379011,0.378430158,0.446570545,0.562844038,0.593825042,0.081133664,0.120776922,0.027744785,0.227761343,0.445998162,0.360429734,0,0,0,0.202756479,0.096089929,0.116769746,0.49872604,0.430297673,0.377122849,0.136358663,0.193624601,0.263535023,0.073403783,0.045805037,0.056747563,0.570489824,0.583927155,0.513403714,0.3561064,0.370267838,0.429848731
Tonk,Rajasthan,8,120,120,0.497044563,1,0.398841083,0.437603027,0,0.601158917,0.065352403,0,0,0.437606692,1,0.203164563,0.022001166,0,0,0.082967944,0,0.152485117,0.372151673,0,0.594029665,0.131351963,0,0.149609461,0.045616508,0,0,0.584064305,0.5,0.604388118,0.370319158,0.5,0.395611882
Bundi,Rajasthan,8,121,121,0.510735095,0,0.40313074,0.335011274,0.717472136,0.1740233,0.154253617,0.282527864,0.42284596,0.355698377,0.565055728,0.400192946,0,0,0,0.184847042,0.141263932,0.100789659,0.409016877,0.152416393,0.410223633,0.154728785,0.141263932,0.269221604,0.074858524,0,0,0.53682977,0.282527864,0.627312243,0.388311744,0.717472136,0.372687727
Bhilwara,Rajasthan,8,122,122,0.331407338,0.630679071,0.216032207,0.583790958,0.369320899,0.523220897,0.084801681,0,0.260746896,0.491297215,0.553981364,0.590567589,0,0.107962713,0,0.089967348,0.107962713,0.102766022,0.377628893,0.230093211,0.216087446,0.105174735,0,0.090578951,0.030556703,0,0,0.586893201,0.553981364,0.621297002,0.382550061,0.446018636,0.378703028
Rajsamand,Rajasthan,8,123,123,0.408450186,0.37880376,0.242155701,0.591549814,0.5,0.61680752,0,0.121196233,0.141036794,0.515159726,0.321091294,0.569192052,0.139690846,0,0.103216149,0.243617818,0,0.18845652,0.112434782,0.62119621,0.186247781,0.05285804,0.178908706,0,0.063761227,0,0.047112525,0.529621899,0.557712495,0.475557238,0.406616896,0.442287534,0.477330238
Dungarpur,Rajasthan,8,124,124,0.473768592,0.200000003,0.446813583,0.479032725,0.800000012,0.307367384,0.047198698,0,0.245819002,0.23983404,0,0.356701404,0,0,0,0.167894676,0.200000003,0.180810198,0.533302128,0.600000024,0.328577667,0.058969162,0.400000006,0.13391073,0,0,0,0.753095269,0.800000012,0.74312526,0.246904746,0.200000003,0.25687471
Banswara,Rajasthan,8,125,125,0.345761716,0.388349593,0.374645054,0.654238284,0.611650407,0.625354946,0,0,0,0.440527856,0.388349593,0.496827424,0,0,0,0,0,0,0.432254285,0.611650407,0.383286357,0.127217859,0.194174796,0.119886212,0.061578266,0,0.119886212,0.36217618,0.402912587,0.376941204,0.576245546,0.597087383,0.503172576
Chittaurgarh,Rajasthan,8,126,126,0.378293157,0.331400663,0.474165112,0.451312542,0.431056291,0.309667647,0.170394316,0.237543046,0.216167226,0.421569943,0.093857609,0.523727179,0,0,0,0.085905023,0,0.104714513,0.266589969,0.668599367,0.371558279,0.219788328,0.475086093,0.05223272,0.058681849,0,0,0.500246704,0.381228477,0.277216136,0.441071451,0.618771493,0.722783864
Kota,Rajasthan,8,127,127,0.452950001,0.415600389,0.51805687,0.464023948,0.531278312,0.378806978,0.083026052,0.053121299,0.103136174,0.436289608,0.277952045,0.391504258,0.026926713,0,0.075362377,0.072332114,0.082526229,0.169841632,0.380840749,0.518280685,0.297484905,0.122816011,0.167094573,0.084676303,0.025455372,0,0.018869478,0.477039039,0.448025435,0.590787113,0.497505605,0.551974595,0.390343398
Baran,Rajasthan,8,128,128,0.246895745,0.333333343,0.294453025,0.728989363,0.666666687,0.705546975,0.024114918,0,0,0.41914469,0.333333343,0.39624995,0,0,0,0.103322737,0.333333343,0.100113735,0.477532595,0.333333343,0.4518103,0.053010888,0.333333343,0.108748846,0,0,0.051826026,0.523485959,0.666666687,0.505804062,0.476514012,0.333333343,0.442369938
Jhalawar,Rajasthan,8,129,129,0.305801272,0.302072465,0.402303576,0.649380922,0.591906726,0.597696424,0.044817798,0.106020838,0,0.38816905,0.196051612,0.271349579,0.078225546,0,0,0.153311506,0.091906704,0.096546702,0.380293906,0.5,0.590639591,0.14996019,0.212041676,0.179679289,0,0,0,0.472033978,0.287958324,0.682170808,0.527966022,0.712041676,0.317829192
Udaipur,Rajasthan,8,130,130,0.286611378,0.666666687,0.328797132,0.661978602,0.333333343,0.553137481,0.051410042,0,0.118065387,0.338021427,0.143327266,0.442556143,0,0,0,0.186476663,0,0,0.424091876,0.713345468,0.461968869,0.236231372,0.143327266,0.190950006,0.052440077,0,0.095475003,0.618907213,0.190006062,0.774161935,0.32865271,0.809993923,0.130363077
