nation,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
1,0.385348797,0.372856349,0.391322851,0.516797304,0.537767351,0.508568764,0.097853914,0.089376286,0.1001084,0.349671453,0.313214898,0.364832431,0.020176161,0.012926555,0.020977883,0.110356711,0.100332417,0.115406543,0.417544603,0.452110499,0.405396014,0.171736509,0.197604045,0.155480161,0.031278927,0.029250044,0.03022497,0.545239151,0.543232679,0.557424188,0.423481911,0.427517265,0.412350833
